time(s);keff(-);power(W);flux0(m-2s-1);TFuel_Max;Avg;Min;TCladding_Max;Avg;Min;
0.500774369;1;0;0;0;0;0;0;0;0;
0.5107588816;1;0;0;0;0;0;0;0;0;
0.5207433943;1;0;0;0;0;0;0;0;0;
0.5307279069;1;0;0;0;0;0;0;0;0;
0.5407124195;1;0;0;0;0;0;0;0;0;
0.5506969321;1;0;0;0;0;0;0;0;0;
0.5606814447;1;0;0;0;0;0;0;0;0;
0.5704440793;1;0;0;0;0;0;0;0;0;
0.5802067139;1;0;0;0;0;0;0;0;0;
0.5899693484;1;0;0;0;0;0;0;0;0;
0.599731983;1;0;0;0;0;0;0;0;0;
0.6094946175;1;0;0;0;0;0;0;0;0;
0.6192572521;1;0;0;0;0;0;0;0;0;
0.6290198867;1;0;0;0;0;0;0;0;0;
0.6387825212;1;0;0;0;0;0;0;0;0;
