time(s);keff(-);power(W);flux0;flux1;flux2;flux3;flux4;flux5(m-2s-1);TFuel_Max;Avg;Min;TCladding_Max;Avg;Min;
3.019159439;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.021296268;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.023433097;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.025569926;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.027706755;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.029843584;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.031980413;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.034117243;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.036254072;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.038390901;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.04052773;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.042664559;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.044801388;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.046938217;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.049075046;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.051211875;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.053348704;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.055485533;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.057622362;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.059759192;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
3.061896021;0.930537;1.8341;0.30568;0.30568;0.30568;0.30568;0.30568;0.30568;0;0;0;0;0;0;
